timestamp,open,high,low,close,volume,fut_open,fut_high,fut_low,fut_close,fut_volume,fut_oi,ce_close,ce_oi,ce_vol,pe_close,pe_oi,pe_vol,ema_5,ema_15,spot_ret,fut_ret,futures_basis,pcr_oi,pcr_vol,atm_strike,t_years,iv_call,iv_put,delta_call,gamma_call,theta_call,vega_call,rho_call,delta_put,gamma_put,theta_put,vega_put,rho_put,avg_iv,iv_spread,delta_neutral_ratio,gamma_exposure_call,gamma_exposure_put,spot_returns,state,regime
2025-10-29 09:20:00+05:30,25980.55,25992.5,25968.4,25988.55,0,26457.4,26474.1,26457.4,26458.5,2600,2730,1584.2375,984425.0,2925.0,552.3333333333334,1468600,11100,25982.68333333333,25980.85,0.0003387253534001,4.157626977696616e-05,0.0180829634589078,1.4918353353480458,3.7948717948717934,26000.0,0.0191780821917808,1.0975708840980856,0.3921414886564283,0.5323990594221493,0.0001006601350765,-114.37439042242762,14.310650014297073,2.349706699458041,-0.4832507524101308,0.0002824227334782,-37.84663813827476,14.345368848652988,-2.5144996636759305,0.7448561863772569,0.7054293954416573,1.101703529206938,2575266.582844954,10779167.615037898,0.00033872535340018217,1,1
2025-10-29 09:25:00+05:30,25990.3,26016.85,25988.15,26010.0,0,26458.5,26499.0,26458.5,26494.0,1950,4940,1610.125,983730.0,3805.0,501.0875,1469115,11605,25991.78888888889,25984.49375,0.0008253634773776,0.0013417238316608,0.0186082276047673,1.4934128266902504,3.049934296977661,26000.0,0.0191780821917808,1.107660880724056,0.3636009261677388,0.5347956612575547,9.96102896139987e-05,-115.45016696863917,14.315182884414073,2.3588868779496712,-0.4770455335698796,0.0003041042225105,-34.96004903286512,14.346082075025857,-2.4757066519744657,0.7356309034458974,0.7440599545563171,1.121057894108164,2548710.2815534724,11620333.586942714,0.0008253634773776053,1,1
2025-10-29 09:30:00+05:30,26010.75,26025.05,25996.3,25996.35,0,26494.0,26500.0,26492.0,26492.0,1755,7345,1607.55,986345.0,8520.0,500.275,1468315,13365,25993.309259259266,25985.97578125,-0.0005247981545559,-7.548878991470165e-05,0.0190661381309299,1.4886424121377408,1.568661971830986,26000.0,0.0191780821917808,1.1109558531011343,0.3584759368925264,0.5335176196138525,9.939439651917298e-05,-115.75200741048737,14.311614484181828,2.351608914918905,-0.4812150729141817,0.0003087829313443,-34.417720711852766,14.34640941956404,-2.4950896774046063,0.7347158949968304,0.7524799162086079,1.1086885046699235,2548608.481246269,11786500.980031366,-0.0005247981545559721,1,1
2025-10-29 09:35:00+05:30,25996.9,25996.9,25963.2,25965.2,0,26492.0,26492.0,26460.0,26464.5,1625,8060,1596.8375,986540.0,505.0,512.725,1470915,7795,25983.939506172846,25983.378808593752,-0.0011982451382597,-0.0010380492224068,0.0192295842127154,1.4909836397915948,15.435643564356436,25950.0,0.0191780821917808,1.0985745257688402,0.3741377922223969,0.5351057065225693,0.0001006005731496,-114.31945454688368,14.289548245153345,2.358384228410923,-0.4755731532717061,0.0002959846059603,-35.97388256051632,14.31822633299657,-2.466507925351056,0.7363561589956186,0.7244367335464432,1.125180643274981,2576954.947478459,11304422.300335543,-0.0011982451382597237,1,1
2025-10-29 09:40:00+05:30,25965.7,25975.25,25960.3,25972.3,0,26464.5,26474.2,26460.0,26470.1,1495,8710,1589.8375,986960.0,1640.0,512.0625,1470970,8280,25980.0596707819,25981.99395751953,0.0002734429159028,0.000211604224527,0.0191665736188169,1.4904048796303802,5.048780487804878,25950.0,0.0191780821917808,1.0910163070409928,0.3760282335528699,0.5356499643325032,0.0001012574953495,-113.56934524171096,14.291717382632813,2.3631662597378496,-0.4735015184684724,0.0002943182399777,-36.17405583159777,14.31738255119383,-2.456709641557012,0.7335222702969314,0.7149880734881229,1.1312528966433903,2595596.280261257,11244273.585509695,0.00027344291590281067,1,1
2025-10-29 09:45:00+05:30,25970.55,25995.5,25965.0,25968.15,0,26470.1,26485.0,26465.0,26465.0,1040,9685,1590.625,986810.0,1115.0,508.1,1469985,10085,25976.089780521263,25980.26346282959,-0.0001597856177542,-0.0001926702203617,0.0191330533749997,1.489633262735481,9.044843049327357,25950.0,0.0191780821917808,1.0931222745365603,0.3718865155929735,0.5352777804622831,0.000101086994857,-113.7735447745796,14.290625152131131,2.3607353661090813,-0.474671659017185,0.0002977005082786,-35.74732789326968,14.317830120986804,-2.461400380678076,0.7325043950647669,0.7212357589435868,1.127680092741547,2590417.938278672,11364059.276490891,-0.00015978561775420452,1,1
2025-10-29 09:50:00+05:30,25968.15,25988.75,25966.0,25988.2,0,26465.0,26483.1,26465.0,26468.6,390,9945,1588.2,986950.0,730.0,505.9875,1474335,8850,25980.126520347512,25981.255529975893,0.0007720996682474,0.0001360287171736,0.0184853125649332,1.4938294746441056,12.123287671232877,26000.0,0.0191780821917808,1.1004700473316824,0.3597169479124925,0.5324381868615019,0.0001003954966428,-114.66776661126562,14.310342728556078,2.349106044234482,-0.4837201100349939,0.0003078992065125,-34.53160739182077,14.345875114564569,-2.5079182806926035,0.7300934976220874,0.7407530994191899,1.1007154257510268,2575049.513745008,11797254.422871811,0.0007720996682474279,1,1
2025-10-29 09:55:00+05:30,25988.4,25995.6,25979.25,25983.7,0,26468.6,26480.0,26468.6,26470.1,260,9945,1590.275,987550.0,2390.0,507.7125,1475645,6590,25981.31768023168,25981.561088728908,-0.0001731555090387,5.667092328276446e-05,0.0187194279490602,1.4942483924864565,2.757322175732217,26000.0,0.0191780821917808,1.1035939106925134,0.3593998705813967,0.5320677865099421,0.0001001362012593,-114.97353800125816,14.308943534011014,2.346402827681334,-0.4851102510990338,0.0003082662215152,-34.49140510928232,14.345345678743428,-2.5147589622020208,0.7314968906369551,0.7441940401111167,1.0967976564183592,2569515.245453826,11819764.488057263,-0.000173155509038736,1,1
2025-10-29 10:00:00+05:30,25983.6,26004.95,25983.6,25995.55,0,26470.1,26490.0,26470.1,26490.0,650,10465,1598.8125,987465.0,1910.0,604.96,1477925,3460,25986.06178682112,25983.309702637795,0.0004560551422621,0.000751791644157,0.0190205631348442,1.496685958489668,1.8115183246073296,26000.0,0.0191780821917808,1.1051488866172907,0.431179106686099,0.5332928545855612,9.992447189550348e-05,-115.1607030604528,14.31185239853023,2.352082190743885,-0.4809115744141965,0.0002567161815574,-41.84780441361277,14.345449111605358,-2.513579346516185,0.7681639966516949,0.6739697799311917,1.1089208140502147,2565030.794609677,9862900.466016486,0.00045605514226210175,1,1
2025-10-29 10:05:00+05:30,25996.0,25999.2,25986.1,25998.65,0,26490.0,26490.0,26485.0,26489.5,455,10660,1597.7,988240.0,1030.0,605.5,1478150,1565,25990.257857880748,25985.22723980807,0.0001192511795289,-1.8875047187671967e-05,0.0188798264525272,1.4957399012385657,1.519417475728155,26000.0,0.0191780821917808,1.103216205274102,0.4325938760042249,0.5335548292559551,0.0001000820578733,-114.9720498339011,14.312767937064525,2.3539188172999284,-0.4801028784961166,0.0002558207187263,-41.99704310913143,14.34573659297392,-2.509936627783328,0.7679050406391635,0.6706223292698772,1.1113343684321837,2571398.8928171974,9831165.789136264,0.00011925117952893416,1,1
