timestamp,open,high,low,close,volume,fut_open,fut_high,fut_low,fut_close,fut_volume,fut_oi,ce_close,ce_oi,ce_vol,pe_close,pe_oi,pe_vol
2025-10-29 10:05:00+05:30,25996.0,25999.2,25986.1,25998.65,0,26490.0,26490.0,26485.0,26489.5,455,10660,1597.7,988240.0,1030.0,605.5,1478150,1565
2025-10-29 10:10:00+05:30,25997.8,26016.25,25994.3,25997.7,0,26489.5,26494.0,26481.1,26492.0,1105,10855,1611.0,987780.0,2060.0,663.2166666666667,1479255,6830
2025-10-29 10:15:00+05:30,25998.2,26003.95,25987.65,25987.95,0,26492.0,26492.0,26481.0,26481.0,585,11505,1612.1875,987910.0,195.0,663.0,1479590,2240
2025-10-29 10:20:00+05:30,25988.75,26018.45,25988.75,26012.0,0,26481.0,26500.0,26481.0,26500.0,2860,12285,1614.2375,983625.0,11790.0,661.3916666666667,1480040,2550
2025-10-29 10:25:00+05:30,26012.3,26042.5,26011.45,26042.5,0,26500.0,26545.0,26500.0,26545.0,4420,13000,1626.175,982415.0,4115.0,657.1083333333333,1471995,17350
2025-10-29 10:30:00+05:30,26040.9,26064.55,26038.35,26061.25,0,26545.0,26581.3,26543.0,26575.0,3315,17680,1656.7624999999998,984525.0,5375.0,650.0500000000001,1470970,6240
2025-10-29 10:35:00+05:30,26060.75,26062.3,26043.3,26043.75,0,26575.0,26575.0,26550.0,26550.0,2340,18915,1649.7375,984600.0,2345.0,583.96,1471015,5510
2025-10-29 10:40:00+05:30,26043.65,26050.45,26040.75,26046.15,0,26550.0,26559.9,26550.0,26558.9,780,19760,1649.75,985650.0,1950.0,582.71,1471165,3825
2025-10-29 10:45:00+05:30,26045.8,26050.6,26034.75,26036.3,0,26557.9,26559.5,26550.0,26550.0,2340,20410,1652.925,985875.0,750.0,652.9333333333333,1473395,6890
2025-10-29 10:50:00+05:30,26035.05,26040.5,26022.0,26024.9,0,26550.0,26553.7,26545.0,26545.0,2015,21840,1643.25,987520.0,1530.0,654.0166666666667,1474285,3560
2025-10-29 10:55:00+05:30,26023.6,26047.6,26022.55,26041.4,0,26545.0,26559.3,26540.0,26555.0,1365,23725,1486.8200000000002,988470.0,3680.0,580.39,1474630,6785
2025-10-29 11:00:00+05:30,26040.3,26046.95,26031.6,26032.9,0,26555.0,26559.9,26545.1,26545.2,910,24830,1479.4299999999998,988950.0,1835.0,593.61,1474745,6160
2025-10-29 11:05:00+05:30,26032.7,26038.1,26030.35,26035.5,0,26545.2,26555.5,26544.5,26550.0,845,25350,1480.22,988050.0,1045.0,581.1,1475345,4715
2025-10-29 11:10:00+05:30,26035.7,26045.35,26017.7,26022.45,0,26550.0,26552.0,26540.0,26546.8,1365,25480,1479.03,987700.0,1330.0,586.0699999999999,1478025,9430
2025-10-29 11:15:00+05:30,26022.3,26028.8,26007.9,26014.95,0,26546.8,26548.6,26526.5,26535.0,1625,26975,1476.67,988035.0,1195.0,657.9,1483970,7605
2025-10-29 11:20:00+05:30,26014.85,26039.65,26011.1,26035.55,0,26535.0,26557.3,26535.0,26550.0,1560,27040,1481.22,988380.0,410.0,654.4666666666667,1485080,5770
2025-10-29 11:25:00+05:30,26035.5,26049.0,26034.6,26040.7,0,26550.0,26567.0,26550.0,26555.0,1430,28795,1482.81,988570.0,870.0,581.8,1484845,3460
2025-10-29 11:30:00+05:30,26040.35,26043.95,26032.0,26037.2,0,26555.0,26558.0,26550.0,26554.0,520,29315,1482.8,988625.0,860.0,593.3199999999999,1485420,2800
2025-10-29 11:35:00+05:30,26036.85,26042.5,26028.5,26041.5,0,26554.0,26557.0,26544.9,26548.0,1105,30225,1478.01,988585.0,805.0,652.0333333333333,1487200,2910
2025-10-29 11:40:00+05:30,26040.2,26053.95,26035.25,26049.6,0,26548.0,26548.0,26547.8,26547.8,325,30420,1480.8200000000002,987825.0,1160.0,651.725,1488700,1575
2025-10-29 11:45:00+05:30,26049.55,26052.65,26036.3,26038.85,0,26547.8,26555.0,26540.8,26540.8,195,30550,1480.3,987945.0,505.0,591.17,1487600,4545
2025-10-29 11:50:00+05:30,26038.7,26041.1,26033.1,26034.45,0,26540.8,26540.8,26531.9,26540.0,1365,31200,1480.95,988335.0,1990.0,592.03,1489595,880
2025-10-29 11:55:00+05:30,26034.85,26035.6,26024.45,26034.2,0,26540.0,26540.0,26531.0,26532.0,520,31785,1475.77,989245.0,1550.0,580.74,1489510,1030
2025-10-29 12:00:00+05:30,26034.8,26046.1,26025.55,26045.6,0,26532.0,26546.0,26532.0,26540.2,1170,32370,1480.0,987970.0,2250.0,590.5600000000001,1489575,3065
2025-10-29 12:05:00+05:30,26046.8,26061.4,26043.35,26057.65,0,26540.2,26554.9,26540.2,26554.9,1300,32695,1403.175,988325.0,1385.0,648.3083333333333,1489115,6430
2025-10-29 12:10:00+05:30,26057.7,26063.65,26052.75,26054.75,0,26554.9,26559.9,26550.0,26550.5,1105,33215,1401.1499999999999,987285.0,2040.0,576.37,1489095,5055
2025-10-29 12:15:00+05:30,26055.2,26062.7,26053.15,26058.8,0,26550.5,26562.0,26550.5,26560.0,1235,33150,1408.7166666666665,987415.0,1585.0,588.61,1492060,8200
2025-10-29 12:20:00+05:30,26059.6,26061.1,26049.55,26049.75,0,26560.0,26562.0,26560.0,26560.0,455,33280,1406.5416666666667,987410.0,1160.0,574.03,1491845,1355
2025-10-29 12:25:00+05:30,26049.95,26069.5,26048.95,26065.3,0,26560.0,26575.0,26560.0,26575.0,1495,32630,1412.1583333333335,987305.0,2340.0,573.03,1492440,1730
2025-10-29 12:30:00+05:30,26065.95,26076.35,26056.0,26056.95,0,26575.0,26591.0,26575.0,26581.0,1040,33150,1412.5083333333332,986525.0,1040.0,645.7916666666666,1493965,11670
2025-10-29 12:35:00+05:30,26056.85,26067.55,26056.85,26064.0,0,26581.0,26595.0,26580.2,26589.0,910,33215,1411.925,985925.0,1350.0,572.9300000000001,1492755,3445
2025-10-29 12:40:00+05:30,26064.2,26076.55,26061.65,26073.0,0,26589.0,26595.9,26588.9,26595.9,1235,34320,1413.5583333333334,985625.0,150.0,570.25,1493335,2455
2025-10-29 12:45:00+05:30,26073.05,26084.1,26072.1,26080.4,0,26595.9,26602.0,26595.9,26599.0,1755,34775,1416.6916666666666,985765.0,1365.0,611.907142857143,1494840,2180
2025-10-29 12:50:00+05:30,26082.05,26082.05,26068.6,26071.7,0,26599.0,26599.0,26590.0,26590.1,585,35165,1415.8583333333333,985615.0,825.0,480.26250000000005,1491370,17660
2025-10-29 12:55:00+05:30,26071.85,26075.85,26067.95,26073.85,0,26590.1,26598.6,26590.0,26598.6,520,35230,1415.5416666666667,985745.0,690.0,572.4100000000001,1486000,8615
2025-10-29 13:00:00+05:30,26073.9,26077.45,26058.5,26058.7,0,26598.6,26598.6,26587.0,26587.7,650,35360,1412.8500000000001,986005.0,1280.0,583.11,1486075,4050
2025-10-29 13:05:00+05:30,26059.4,26079.25,26056.95,26077.2,0,26587.7,26595.0,26585.0,26595.0,260,36010,1413.7833333333335,985875.0,390.0,464.62,1485220,6035
2025-10-29 13:10:00+05:30,26077.65,26084.7,26073.05,26080.25,0,26595.0,26599.0,26587.5,26593.0,780,36465,1416.6916666666666,986545.0,1730.0,545.6833333333333,1488050,7335
2025-10-29 13:15:00+05:30,26080.0,26086.15,26076.6,26082.65,0,26593.0,26599.8,26587.6,26587.6,130,36465,1414.2333333333333,986690.0,590.0,555.4833333333333,1487575,9685
2025-10-29 13:20:00+05:30,26082.2,26085.15,26072.95,26079.35,0,26587.6,26597.2,26587.6,26587.8,390,36595,1413.7833333333335,986465.0,1685.0,464.6,1488620,1385
2025-10-29 13:25:00+05:30,26080.85,26082.25,26066.15,26067.15,0,26587.8,26598.7,26587.8,26597.5,390,36790,1414.1333333333332,986915.0,290.0,644.1333333333333,1490730,2115
2025-10-29 13:30:00+05:30,26068.0,26091.7,26064.3,26089.7,0,26597.5,26600.0,26597.5,26600.0,975,37830,1414.6083333333333,986765.0,270.0,612.0642857142857,1491560,5915
2025-10-29 13:35:00+05:30,26090.2,26096.1,26083.55,26094.65,0,26600.0,26600.0,26591.1,26600.0,715,37830,1414.9750000000001,985995.0,440.0,545.3583333333333,1490960,2220
2025-10-29 13:40:00+05:30,26095.4,26097.85,26070.4,26072.0,0,26600.0,26600.0,26590.0,26590.0,325,37895,1417.0,985995.0,2445.0,572.28,1491450,2690
2025-10-29 13:45:00+05:30,26072.65,26080.25,26065.5,26069.95,0,26590.0,26592.0,26582.0,26589.9,650,38350,1412.0833333333333,985255.0,1130.0,644.4,1493110,5485
2025-10-29 13:50:00+05:30,26069.55,26076.6,26069.55,26076.35,0,26589.9,26590.0,26582.4,26590.0,260,38480,1409.1000000000001,985190.0,645.0,546.0749999999999,1495385,7960
2025-10-29 13:55:00+05:30,26076.75,26079.0,26058.4,26060.4,0,26590.0,26590.0,26578.4,26578.4,1430,38545,1408.966666666667,983175.0,2885.0,573.89,1495080,5115
2025-10-29 14:00:00+05:30,26061.4,26061.4,26041.2,26046.0,0,26578.4,26578.4,26550.6,26550.6,1040,39585,1401.7583333333332,983340.0,2590.0,650.125,1496185,4640
2025-10-29 14:05:00+05:30,26046.0,26052.45,26038.9,26042.05,0,26550.6,26563.5,26550.6,26553.1,390,39585,1397.1499999999999,983200.0,270.0,577.87,1497320,2165
2025-10-29 14:10:00+05:30,26043.05,26055.75,26042.95,26052.85,0,26553.1,26569.9,26553.1,26569.2,390,39715,1397.2416666666668,983385.0,1395.0,576.9300000000001,1498520,1490
2025-10-29 14:15:00+05:30,26053.15,26082.4,26051.85,26081.3,0,26569.2,26575.0,26568.8,26569.1,455,39780,1403.6333333333332,982935.0,965.0,556.6166666666667,1499005,5550
2025-10-29 14:20:00+05:30,26081.75,26081.9,26047.3,26050.35,0,26569.1,26570.0,26569.0,26569.0,130,39910,1400.2916666666667,982860.0,825.0,576.72,1501265,785
2025-10-29 14:25:00+05:30,26051.2,26060.95,26048.9,26059.85,0,26569.0,26569.0,26555.0,26558.0,910,40560,1397.5416666666667,982610.0,205.0,578.26,1501395,1370
2025-10-29 14:30:00+05:30,26060.65,26065.8,26054.7,26055.5,0,26558.0,26565.0,26558.0,26559.0,455,40430,1399.4166666666667,982610.0,65.0,650.2166666666667,1503170,5685
2025-10-29 14:35:00+05:30,26056.45,26060.3,26047.7,26059.5,0,26559.0,26560.0,26555.0,26555.1,325,40300,1397.9083333333335,982685.0,1040.0,650.0833333333334,1504835,5690
2025-10-29 14:40:00+05:30,26059.95,26063.1,26048.5,26055.75,0,26557.8,26560.2,26557.8,26559.0,910,40625,1398.125,982750.0,65.0,650.0416666666666,1506980,4955
2025-10-29 14:45:00+05:30,26056.95,26057.5,26021.6,26022.1,0,26559.0,26559.0,26541.1,26551.1,1495,40820,1385.7416666666668,982075.0,850.0,651.6166666666667,1509195,4470
2025-10-29 14:50:00+05:30,26022.5,26048.65,26015.3,26038.65,0,26551.1,26568.9,26551.1,26563.0,585,41340,1386.4750000000001,981925.0,440.0,649.3916666666667,1510535,3335
2025-10-29 14:55:00+05:30,26039.8,26047.9,26035.1,26045.9,0,26563.0,26564.9,26559.3,26560.0,520,41795,1388.0249999999999,981925.0,75.0,576.01,1509680,1620
2025-10-29 15:00:00+05:30,26046.95,26046.95,26037.9,26040.5,0,26560.0,26564.9,26555.5,26555.5,585,42315,1390.7083333333333,982100.0,1225.0,651.0833333333334,1511230,2905
2025-10-29 15:05:00+05:30,26041.25,26046.9,26038.8,26039.3,0,26555.5,26565.0,26555.5,26565.0,910,42835,1390.125,982090.0,665.0,576.5,1510405,3045
2025-10-29 15:10:00+05:30,26039.05,26045.5,26036.95,26043.55,0,26565.0,26569.8,26557.6,26557.6,455,43940,1390.5249999999999,981865.0,300.0,649.0416666666666,1511865,1865
2025-10-29 15:15:00+05:30,26044.8,26055.45,26042.8,26054.3,0,26557.6,26573.3,26557.6,26573.3,910,44135,1398.125,981425.0,1255.0,586.08,1512520,12885
2025-10-29 15:20:00+05:30,26054.9,26070.7,26050.8,26065.95,0,26573.3,26590.0,26565.7,26587.8,2080,44980,1400.3,981920.0,1130.0,644.65,1514485,7245
2025-10-29 15:25:00+05:30,26067.65,26075.5,26062.6,26068.3,0,26587.8,26595.0,26587.8,26595.0,3055,47060,1407.1666666666667,981770.0,1665.0,570.77,1515315,6465
2025-10-30 09:15:00+05:30,25984.4,26032.05,25965.25,25985.15,0,26520.1,26539.9,26470.0,26490.5,8255,50440,1590.25,984285.0,7220.0,497.9125,1511935,10175
2025-10-30 09:20:00+05:30,25982.05,25991.8,25963.85,25983.9,0,26490.5,26490.5,26470.0,26488.4,2080,52130,1576.0375,988005.0,4590.0,497.9,1510960,7265
2025-10-30 09:25:00+05:30,25983.25,25993.2,25972.15,25978.7,0,26488.4,26488.4,26475.0,26480.0,3445,52910,1579.725,988455.0,4635.0,500.875,1514940,7070
2025-10-30 09:30:00+05:30,25978.85,25978.85,25932.9,25932.9,0,26480.0,26480.0,26431.0,26433.8,5200,56030,1553.6125,991875.0,7440.0,513.925,1522290,13120
2025-10-30 09:35:00+05:30,25933.3,25951.45,25931.85,25940.4,0,26433.8,26443.7,26427.5,26435.9,1105,57395,1551.35,995100.0,3880.0,515.4875,1524800,9600
2025-10-30 09:40:00+05:30,25939.6,25941.35,25915.3,25921.55,0,26435.9,26440.5,26410.2,26411.4,4290,59410,1547.1125,997795.0,6185.0,521.2125,1528595,8520
2025-10-30 09:45:00+05:30,25921.25,25930.3,25910.4,25930.0,0,26411.4,26420.8,26400.0,26417.1,5070,62400,1539.425,998945.0,2600.0,521.8625,1529495,5155
2025-10-30 09:50:00+05:30,25930.75,25942.35,25899.85,25901.65,0,26417.1,26425.0,26390.0,26390.0,3575,64805,,,,339.85,5525,325
2025-10-30 09:55:00+05:30,25901.4,25912.05,25892.25,25905.85,0,26390.0,26403.1,26385.0,26390.1,2275,65715,,,,339.85,5525,0
2025-10-30 10:00:00+05:30,25906.55,25916.85,25900.4,25914.6,0,26390.1,26409.2,26390.1,26409.2,1820,67340,,,,339.85,5525,0
2025-10-30 10:05:00+05:30,25914.15,25948.5,25914.15,25946.25,0,26409.2,26435.0,26409.2,26435.0,1755,67925,1550.575,1003710.0,5060.0,446.64375,1535070,7655
2025-10-30 10:10:00+05:30,25944.9,25959.85,25936.55,25959.45,0,26435.0,26440.3,26423.0,26440.3,1040,68055,1554.025,1003555.0,1140.0,443.725,1537450,4960
2025-10-30 10:15:00+05:30,25959.5,25967.4,25928.4,25929.65,0,26440.3,26448.9,26412.7,26412.7,1365,69160,1553.1125,1003835.0,990.0,440.46875,1539595,6530
2025-10-30 10:20:00+05:30,25929.6,25959.4,25928.35,25953.7,0,26412.7,26450.0,26411.8,26450.0,1235,69355,1557.0375,1004180.0,970.0,439.725,1539865,1540
2025-10-30 10:25:00+05:30,25953.6,25955.0,25938.05,25938.05,0,26450.0,26450.0,26440.0,26440.0,715,69550,1553.7125,1003955.0,410.0,440.5,1539975,2810
2025-10-30 10:30:00+05:30,25938.5,25942.0,25920.25,25920.7,0,26440.0,26440.0,26419.0,26419.0,780,69810,1547.3,1003965.0,3165.0,429.69375,1547110,3165
2025-10-30 10:35:00+05:30,25920.8,25938.25,25920.15,25930.15,0,26419.0,26419.0,26419.0,26419.0,0,69810,1551.375,1004415.0,825.0,441.86875,1540925,1940
2025-10-30 10:40:00+05:30,25930.75,25931.4,25912.3,25917.8,0,26419.0,26420.1,26405.1,26406.4,520,70005,1547.0625,1004555.0,205.0,431.4125,1549725,8410
2025-10-30 10:45:00+05:30,25918.2,25926.7,25913.35,25919.5,0,26406.4,26406.5,26405.0,26405.0,195,70330,1546.8375,1004490.0,625.0,431.13125,1552630,3355
2025-10-30 10:50:00+05:30,25919.1,25931.35,25917.65,25920.1,0,26405.0,26423.7,26405.0,26423.7,260,70265,1548.8375,1004630.0,990.0,428.975,1556070,4965
2025-10-30 10:55:00+05:30,25919.75,25932.2,25914.75,25916.35,0,26423.7,26423.7,26405.0,26409.4,1040,70330,1542.3625,1004930.0,1185.0,430.94375,1556380,3025
2025-10-30 11:00:00+05:30,25916.55,25931.4,25911.95,25930.75,0,26409.4,26411.0,26403.1,26403.1,520,71110,1541.5125,1005080.0,150.0,440.8375,1553205,1950
2025-10-30 11:05:00+05:30,25930.65,25946.35,25928.6,25940.3,0,26403.1,26426.9,26403.1,26426.9,130,71175,1552.5,1005415.0,665.0,437.69374999999997,1553315,1625
2025-10-30 11:10:00+05:30,25940.35,25957.4,25937.75,25956.1,0,26426.9,26430.0,26426.0,26430.0,260,71240,1558.5,1006015.0,3215.0,433.76875,1553830,2970
2025-10-30 11:15:00+05:30,25956.3,25962.9,25947.25,25955.05,0,26430.0,26450.0,26430.0,26445.2,390,71240,1559.2625,1007525.0,3380.0,434.5375,1553380,4390
2025-10-30 11:20:00+05:30,25954.65,25975.0,25950.1,25970.75,0,26445.2,26460.0,26445.2,26460.0,520,71370,1565.5874999999999,1007185.0,1955.0,431.84375,1552115,7205
2025-10-30 11:25:00+05:30,25970.9,25973.1,25954.25,25954.65,0,26460.0,26460.0,26455.0,26455.0,130,71435,1561.6625,1008020.0,2585.0,432.43125,1552340,3300
2025-10-30 11:30:00+05:30,25954.3,25957.5,25940.5,25942.45,0,26455.0,26455.0,26440.9,26441.9,520,71305,1561.1625,1008095.0,225.0,433.6375,1552480,740
2025-10-30 11:35:00+05:30,25942.1,25942.5,25931.45,25936.25,0,26441.9,26442.0,26441.9,26441.9,325,71370,1560.6,1008995.0,2080.0,435.15625,1552975,1280
2025-10-30 11:40:00+05:30,25936.8,25938.4,25930.7,25931.8,0,26441.9,26441.9,26433.0,26433.0,130,71500,1555.0875,1008920.0,375.0,436.00625,1553640,1085
2025-10-30 11:45:00+05:30,25931.75,25937.7,25928.6,25935.6,0,26433.0,26433.0,26421.3,26421.3,195,71500,1553.3375,1008920.0,495.0,436.8625,1554680,1940
2025-10-30 11:50:00+05:30,25935.3,25940.4,25908.35,25909.35,0,26421.3,26438.0,26405.6,26405.6,650,71435,1546.7375,1008995.0,2405.0,427.33125,1561605,3630
2025-10-30 11:55:00+05:30,25909.7,25912.35,25902.25,25906.9,0,26405.6,26409.9,26403.0,26407.6,975,72280,1538.45,1010715.0,1730.0,430.86875,1562765,3610
2025-10-30 12:00:00+05:30,25907.05,25918.7,25904.4,25914.9,0,26407.6,26413.6,26401.0,26410.7,650,72670,1531.9375,1012120.0,5340.0,432.7875,1564360,3245
2025-10-30 12:05:00+05:30,25915.4,25923.95,25906.05,25910.85,0,26410.7,26410.7,26408.8,26408.8,390,73255,1540.6375,1012220.0,5765.0,433.33125,1565915,2820
2025-10-30 12:10:00+05:30,25909.85,25917.55,25909.55,25912.25,0,26408.8,26408.8,26404.4,26404.6,130,73255,1540.1875,1012895.0,1875.0,433.25624999999997,1565915,65
2025-10-30 12:15:00+05:30,25911.85,25917.9,25898.9,25899.6,0,26404.6,26410.8,26396.5,26396.5,1300,73450,1533.2875,1014785.0,2510.0,434.15625,1568555,7440
2025-10-30 12:20:00+05:30,25899.8,25922.0,25896.9,25921.0,0,26396.5,26411.9,26394.2,26409.9,325,73970,1531.95,1015085.0,965.0,431.35625,1569580,2365
2025-10-30 12:25:00+05:30,25921.3,25927.3,25917.2,25919.95,0,26409.9,26419.9,26409.9,26419.9,195,74230,1531.95,1015085.0,0.0,429.85,1570110,3350
2025-10-30 12:30:00+05:30,25919.7,25921.25,25902.35,25911.4,0,26419.9,26419.9,26405.0,26405.0,130,74295,1533.7375,1015725.0,645.0,432.09375,1570525,2405
2025-10-30 12:35:00+05:30,25911.45,25926.45,25909.0,25920.2,0,26405.0,26419.9,26400.0,26417.2,715,74490,1534.6625,1015995.0,140.0,430.40625,1570965,1115
2025-10-30 12:40:00+05:30,25921.2,25924.8,25912.3,25920.45,0,26417.2,26417.2,26415.4,26415.4,65,74750,1540.2375,1016070.0,280.0,430.9,1571330,2605
2025-10-30 12:45:00+05:30,25919.55,25927.6,25918.2,25920.5,0,26415.4,26420.0,26415.4,26420.0,715,74880,1539.8125,1016425.0,580.0,429.41875,1572770,3090
2025-10-30 12:50:00+05:30,25920.7,25922.75,25915.2,25916.65,0,26420.0,26421.5,26420.0,26421.5,130,75530,1538.475,1016480.0,710.0,504.0,1574325,730
2025-10-30 12:55:00+05:30,25916.85,25918.45,25905.8,25906.5,0,26421.5,26421.5,26400.0,26400.0,260,75660,1536.6875,1017125.0,1030.0,505.5111111111112,1574475,750
2025-10-30 13:00:00+05:30,25907.25,25912.05,25901.5,25910.75,0,26400.0,26403.8,26394.0,26403.8,520,75660,1536.1375,1017030.0,1065.0,508.72222222222223,1574670,2050
2025-10-30 13:05:00+05:30,25911.05,25923.45,25903.3,25910.0,0,26403.8,26409.9,26400.8,26400.8,260,75335,1538.8875,1017850.0,2290.0,506.1388888888889,1574595,1460
2025-10-30 13:10:00+05:30,25911.5,25925.15,25909.75,25923.05,0,26401.3,26410.0,26401.3,26410.0,195,75335,1539.9,1017325.0,2175.0,505.73333333333335,1574070,955
2025-10-30 13:15:00+05:30,25924.0,25932.15,25914.55,25925.8,0,26410.0,26420.0,26410.0,26420.0,195,75335,1546.7125,1017390.0,1085.0,511.5666666666667,1567920,1265
2025-10-30 13:20:00+05:30,25926.0,25932.35,25902.1,25905.35,0,26420.0,26420.0,26412.3,26412.3,455,75205,1546.3,1017325.0,745.0,429.8875,1573825,2615
2025-10-30 13:25:00+05:30,25906.2,25912.15,25893.65,25896.9,0,26412.3,26412.3,26390.1,26390.1,975,75530,1533.375,1017800.0,980.0,432.675,1574610,1230
2025-10-30 13:30:00+05:30,25896.3,25901.2,25871.55,25877.6,0,26390.1,26391.0,26375.0,26375.0,4940,79495,1521.575,1021035.0,6890.0,511.2944444444444,1578000,12555
2025-10-30 13:35:00+05:30,25878.2,25887.9,25867.15,25881.15,0,26375.0,26381.0,26370.0,26381.0,650,79950,1524.6,1022040.0,2250.0,437.34375,1576850,3815
2025-10-30 13:40:00+05:30,25881.85,25885.3,25874.25,25880.8,0,26381.0,26386.5,26381.0,26386.5,130,80015,1521.0625,1022630.0,290.0,437.66875,1577035,2940
2025-10-30 13:45:00+05:30,25881.25,25883.2,25864.45,25866.35,0,26386.5,26386.5,26372.1,26372.1,780,80275,,,,339.32,7865,0
2025-10-30 13:50:00+05:30,25866.45,25885.55,25865.65,25882.45,0,26372.1,26384.6,26372.1,26384.6,195,80275,1383.8799999999999,1022900.0,615.0,510.23888888888894,1577860,1470
2025-10-30 13:55:00+05:30,25882.7,25893.65,25865.15,25889.0,0,26384.6,26404.8,26377.5,26403.1,845,80600,1385.4299999999998,1023095.0,1140.0,496.7277777777778,1578280,3465
2025-10-30 14:00:00+05:30,25889.7,25892.4,25870.8,25878.35,0,26403.1,26403.1,26385.0,26393.1,845,81120,1387.72,1022550.0,1490.0,508.6555555555555,1578005,1095
2025-10-30 14:05:00+05:30,25878.7,25882.25,25872.6,25874.75,0,26393.1,26395.4,26386.1,26387.0,780,81250,830.0,130.0,0.0,338.25,7930,65
2025-10-30 14:10:00+05:30,25875.5,25889.8,25874.5,25889.35,0,26387.0,26390.6,26381.0,26385.0,650,81900,1387.8799999999999,1022950.0,960.0,498.28333333333336,1579265,1710
2025-10-30 14:15:00+05:30,25887.75,25890.3,25872.65,25882.95,0,26385.0,26400.0,26385.0,26400.0,1040,82355,1389.81,1023520.0,775.0,557.7,1581740,3675
2025-10-30 14:20:00+05:30,25884.0,25917.8,25882.45,25901.3,0,26400.0,26410.1,26400.0,26410.0,390,82745,1394.23,1023435.0,945.0,554.275,1582220,3260
2025-10-30 14:25:00+05:30,25902.0,25904.75,25893.1,25895.85,0,26410.0,26410.0,26402.5,26410.0,780,82680,1392.58,1023585.0,290.0,494.39444444444445,1581845,1425
2025-10-30 14:30:00+05:30,25896.85,25909.9,25872.05,25877.15,0,26410.0,26410.0,26385.1,26385.1,650,83135,1388.3799999999999,1024450.0,2425.0,508.96111111111105,1583790,4805
2025-10-30 14:35:00+05:30,25876.55,25900.35,25875.8,25886.2,0,26385.1,26400.0,26385.1,26395.0,130,83135,1389.06,1024525.0,75.0,508.5722222222222,1584315,355
2025-10-30 14:40:00+05:30,25885.55,25909.7,25884.65,25904.6,0,26395.0,26411.1,26395.0,26411.1,585,83330,1392.3899999999999,1025200.0,1050.0,495.12222222222226,1586020,3815
2025-10-30 14:45:00+05:30,25904.8,25911.75,25875.9,25881.15,0,26411.1,26412.3,26395.0,26395.0,585,83395,1393.54,1026915.0,1300.0,432.7375,1585540,2265
2025-10-30 14:50:00+05:30,25881.45,25881.9,25860.6,25860.6,0,26395.0,26395.0,26380.0,26380.0,1170,83850,841.3,195.0,0.0,337.35,8190,0
2025-10-30 14:55:00+05:30,25862.05,25868.95,25845.25,25862.3,0,26380.0,26380.0,26367.5,26370.8,1560,85605,825.0,195.0,1495.0,337.35,8190,0
2025-10-30 15:00:00+05:30,25863.1,25888.85,25862.55,25863.55,0,26370.8,26386.0,26370.8,26381.3,390,85605,832.3,1690.0,390.0,337.35,8190,0
2025-10-30 15:05:00+05:30,25863.55,25877.2,25862.4,25866.05,0,26381.3,26381.3,26372.1,26380.0,260,85800,830.7833333333333,1690.0,195.0,341.38,8320,260
2025-10-30 15:10:00+05:30,25867.2,25881.5,25861.9,25873.75,0,26380.0,26383.2,26374.1,26383.2,1170,86515,831.1,2600.0,1625.0,341.38,8320,0
2025-10-30 15:15:00+05:30,25874.6,25888.1,25873.8,25885.35,0,26383.2,26397.4,26380.1,26397.4,650,86710,1185.95625,1031975.0,1400.0,436.13125,1586920,3355
2025-10-30 15:20:00+05:30,25885.35,25889.65,25879.95,25883.6,0,26397.4,26398.9,26389.2,26397.9,390,86710,1187.05,1031825.0,730.0,553.675,1588645,1940
