timestamp,open,high,low,close,volume,oi,contract_symbol,expiry
2025-10-29 11:00:00+05:30,26555.0,26559.9,26545.1,26545.2,910,24830,NIFTY26JANFUT,2026-01-27
2025-10-29 11:05:00+05:30,26545.2,26555.5,26544.5,26550.0,845,25350,NIFTY26JANFUT,2026-01-27
2025-10-29 11:10:00+05:30,26550.0,26552.0,26540.0,26546.8,1365,25480,NIFTY26JANFUT,2026-01-27
2025-10-29 11:15:00+05:30,26546.8,26548.6,26526.5,26535.0,1625,26975,NIFTY26JANFUT,2026-01-27
2025-10-29 11:20:00+05:30,26535.0,26557.3,26535.0,26550.0,1560,27040,NIFTY26JANFUT,2026-01-27
2025-10-29 11:25:00+05:30,26550.0,26567.0,26550.0,26555.0,1430,28795,NIFTY26JANFUT,2026-01-27
2025-10-29 11:30:00+05:30,26555.0,26558.0,26550.0,26554.0,520,29315,NIFTY26JANFUT,2026-01-27
2025-10-29 11:35:00+05:30,26554.0,26557.0,26544.9,26548.0,1105,30225,NIFTY26JANFUT,2026-01-27
2025-10-29 11:40:00+05:30,26548.0,26548.0,26547.8,26547.8,325,30420,NIFTY26JANFUT,2026-01-27
2025-10-29 11:45:00+05:30,26547.8,26555.0,26540.8,26540.8,195,30550,NIFTY26JANFUT,2026-01-27
2025-10-29 11:50:00+05:30,26540.8,26540.8,26531.9,26540.0,1365,31200,NIFTY26JANFUT,2026-01-27
2025-10-29 11:55:00+05:30,26540.0,26540.0,26531.0,26532.0,520,31785,NIFTY26JANFUT,2026-01-27
2025-10-29 12:00:00+05:30,26532.0,26546.0,26532.0,26540.2,1170,32370,NIFTY26JANFUT,2026-01-27
2025-10-29 12:05:00+05:30,26540.2,26554.9,26540.2,26554.9,1300,32695,NIFTY26JANFUT,2026-01-27
2025-10-29 12:10:00+05:30,26554.9,26559.9,26550.0,26550.5,1105,33215,NIFTY26JANFUT,2026-01-27
2025-10-29 12:15:00+05:30,26550.5,26562.0,26550.5,26560.0,1235,33150,NIFTY26JANFUT,2026-01-27
2025-10-29 12:20:00+05:30,26560.0,26562.0,26560.0,26560.0,455,33280,NIFTY26JANFUT,2026-01-27
2025-10-29 12:25:00+05:30,26560.0,26575.0,26560.0,26575.0,1495,32630,NIFTY26JANFUT,2026-01-27
2025-10-29 12:30:00+05:30,26575.0,26591.0,26575.0,26581.0,1040,33150,NIFTY26JANFUT,2026-01-27
2025-10-29 12:35:00+05:30,26581.0,26595.0,26580.2,26589.0,910,33215,NIFTY26JANFUT,2026-01-27
2025-10-29 12:40:00+05:30,26589.0,26595.9,26588.9,26595.9,1235,34320,NIFTY26JANFUT,2026-01-27
2025-10-29 12:45:00+05:30,26595.9,26602.0,26595.9,26599.0,1755,34775,NIFTY26JANFUT,2026-01-27
2025-10-29 12:50:00+05:30,26599.0,26599.0,26590.0,26590.1,585,35165,NIFTY26JANFUT,2026-01-27
2025-10-29 12:55:00+05:30,26590.1,26598.6,26590.0,26598.6,520,35230,NIFTY26JANFUT,2026-01-27
2025-10-29 13:00:00+05:30,26598.6,26598.6,26587.0,26587.7,650,35360,NIFTY26JANFUT,2026-01-27
2025-10-29 13:05:00+05:30,26587.7,26595.0,26585.0,26595.0,260,36010,NIFTY26JANFUT,2026-01-27
2025-10-29 13:10:00+05:30,26595.0,26599.0,26587.5,26593.0,780,36465,NIFTY26JANFUT,2026-01-27
2025-10-29 13:15:00+05:30,26593.0,26599.8,26587.6,26587.6,130,36465,NIFTY26JANFUT,2026-01-27
2025-10-29 13:20:00+05:30,26587.6,26597.2,26587.6,26587.8,390,36595,NIFTY26JANFUT,2026-01-27
2025-10-29 13:25:00+05:30,26587.8,26598.7,26587.8,26597.5,390,36790,NIFTY26JANFUT,2026-01-27
2025-10-29 13:30:00+05:30,26597.5,26600.0,26597.5,26600.0,975,37830,NIFTY26JANFUT,2026-01-27
2025-10-29 13:35:00+05:30,26600.0,26600.0,26591.1,26600.0,715,37830,NIFTY26JANFUT,2026-01-27
2025-10-29 13:40:00+05:30,26600.0,26600.0,26590.0,26590.0,325,37895,NIFTY26JANFUT,2026-01-27
2025-10-29 13:45:00+05:30,26590.0,26592.0,26582.0,26589.9,650,38350,NIFTY26JANFUT,2026-01-27
2025-10-29 13:50:00+05:30,26589.9,26590.0,26582.4,26590.0,260,38480,NIFTY26JANFUT,2026-01-27
2025-10-29 13:55:00+05:30,26590.0,26590.0,26578.4,26578.4,1430,38545,NIFTY26JANFUT,2026-01-27
2025-10-29 14:00:00+05:30,26578.4,26578.4,26550.6,26550.6,1040,39585,NIFTY26JANFUT,2026-01-27
2025-10-29 14:05:00+05:30,26550.6,26563.5,26550.6,26553.1,390,39585,NIFTY26JANFUT,2026-01-27
2025-10-29 14:10:00+05:30,26553.1,26569.9,26553.1,26569.2,390,39715,NIFTY26JANFUT,2026-01-27
2025-10-29 14:15:00+05:30,26569.2,26575.0,26568.8,26569.1,455,39780,NIFTY26JANFUT,2026-01-27
2025-10-29 14:20:00+05:30,26569.1,26570.0,26569.0,26569.0,130,39910,NIFTY26JANFUT,2026-01-27
2025-10-29 14:25:00+05:30,26569.0,26569.0,26555.0,26558.0,910,40560,NIFTY26JANFUT,2026-01-27
2025-10-29 14:30:00+05:30,26558.0,26565.0,26558.0,26559.0,455,40430,NIFTY26JANFUT,2026-01-27
2025-10-29 14:35:00+05:30,26559.0,26560.0,26555.0,26555.1,325,40300,NIFTY26JANFUT,2026-01-27
2025-10-29 14:40:00+05:30,26557.8,26560.2,26557.8,26559.0,910,40625,NIFTY26JANFUT,2026-01-27
2025-10-29 14:45:00+05:30,26559.0,26559.0,26541.1,26551.1,1495,40820,NIFTY26JANFUT,2026-01-27
2025-10-29 14:50:00+05:30,26551.1,26568.9,26551.1,26563.0,585,41340,NIFTY26JANFUT,2026-01-27
2025-10-29 14:55:00+05:30,26563.0,26564.9,26559.3,26560.0,520,41795,NIFTY26JANFUT,2026-01-27
2025-10-29 15:00:00+05:30,26560.0,26564.9,26555.5,26555.5,585,42315,NIFTY26JANFUT,2026-01-27
2025-10-29 15:05:00+05:30,26555.5,26565.0,26555.5,26565.0,910,42835,NIFTY26JANFUT,2026-01-27
2025-10-29 15:10:00+05:30,26565.0,26569.8,26557.6,26557.6,455,43940,NIFTY26JANFUT,2026-01-27
2025-10-29 15:15:00+05:30,26557.6,26573.3,26557.6,26573.3,910,44135,NIFTY26JANFUT,2026-01-27
2025-10-29 15:20:00+05:30,26573.3,26590.0,26565.7,26587.8,2080,44980,NIFTY26JANFUT,2026-01-27
2025-10-29 15:25:00+05:30,26587.8,26595.0,26587.8,26595.0,3055,47060,NIFTY26JANFUT,2026-01-27
2025-10-30 09:15:00+05:30,26520.1,26539.9,26470.0,26490.5,8255,50440,NIFTY26JANFUT,2026-01-27
2025-10-30 09:20:00+05:30,26490.5,26490.5,26470.0,26488.4,2080,52130,NIFTY26JANFUT,2026-01-27
2025-10-30 09:25:00+05:30,26488.4,26488.4,26475.0,26480.0,3445,52910,NIFTY26JANFUT,2026-01-27
2025-10-30 09:30:00+05:30,26480.0,26480.0,26431.0,26433.8,5200,56030,NIFTY26JANFUT,2026-01-27
2025-10-30 09:35:00+05:30,26433.8,26443.7,26427.5,26435.9,1105,57395,NIFTY26JANFUT,2026-01-27
2025-10-30 09:40:00+05:30,26435.9,26440.5,26410.2,26411.4,4290,59410,NIFTY26JANFUT,2026-01-27
2025-10-30 09:45:00+05:30,26411.4,26420.8,26400.0,26417.1,5070,62400,NIFTY26JANFUT,2026-01-27
2025-10-30 09:50:00+05:30,26417.1,26425.0,26390.0,26390.0,3575,64805,NIFTY26JANFUT,2026-01-27
2025-10-30 09:55:00+05:30,26390.0,26403.1,26385.0,26390.1,2275,65715,NIFTY26JANFUT,2026-01-27
2025-10-30 10:00:00+05:30,26390.1,26409.2,26390.1,26409.2,1820,67340,NIFTY26JANFUT,2026-01-27
2025-10-30 10:05:00+05:30,26409.2,26435.0,26409.2,26435.0,1755,67925,NIFTY26JANFUT,2026-01-27
2025-10-30 10:10:00+05:30,26435.0,26440.3,26423.0,26440.3,1040,68055,NIFTY26JANFUT,2026-01-27
2025-10-30 10:15:00+05:30,26440.3,26448.9,26412.7,26412.7,1365,69160,NIFTY26JANFUT,2026-01-27
2025-10-30 10:20:00+05:30,26412.7,26450.0,26411.8,26450.0,1235,69355,NIFTY26JANFUT,2026-01-27
2025-10-30 10:25:00+05:30,26450.0,26450.0,26440.0,26440.0,715,69550,NIFTY26JANFUT,2026-01-27
2025-10-30 10:30:00+05:30,26440.0,26440.0,26419.0,26419.0,780,69810,NIFTY26JANFUT,2026-01-27
2025-10-30 10:35:00+05:30,26419.0,26419.0,26419.0,26419.0,0,69810,NIFTY26JANFUT,2026-01-27
2025-10-30 10:40:00+05:30,26419.0,26420.1,26405.1,26406.4,520,70005,NIFTY26JANFUT,2026-01-27
2025-10-30 10:45:00+05:30,26406.4,26406.5,26405.0,26405.0,195,70330,NIFTY26JANFUT,2026-01-27
2025-10-30 10:50:00+05:30,26405.0,26423.7,26405.0,26423.7,260,70265,NIFTY26JANFUT,2026-01-27
2025-10-30 10:55:00+05:30,26423.7,26423.7,26405.0,26409.4,1040,70330,NIFTY26JANFUT,2026-01-27
2025-10-30 11:00:00+05:30,26409.4,26411.0,26403.1,26403.1,520,71110,NIFTY26JANFUT,2026-01-27
2025-10-30 11:05:00+05:30,26403.1,26426.9,26403.1,26426.9,130,71175,NIFTY26JANFUT,2026-01-27
2025-10-30 11:10:00+05:30,26426.9,26430.0,26426.0,26430.0,260,71240,NIFTY26JANFUT,2026-01-27
2025-10-30 11:15:00+05:30,26430.0,26450.0,26430.0,26445.2,390,71240,NIFTY26JANFUT,2026-01-27
2025-10-30 11:20:00+05:30,26445.2,26460.0,26445.2,26460.0,520,71370,NIFTY26JANFUT,2026-01-27
2025-10-30 11:25:00+05:30,26460.0,26460.0,26455.0,26455.0,130,71435,NIFTY26JANFUT,2026-01-27
2025-10-30 11:30:00+05:30,26455.0,26455.0,26440.9,26441.9,520,71305,NIFTY26JANFUT,2026-01-27
2025-10-30 11:35:00+05:30,26441.9,26442.0,26441.9,26441.9,325,71370,NIFTY26JANFUT,2026-01-27
2025-10-30 11:40:00+05:30,26441.9,26441.9,26433.0,26433.0,130,71500,NIFTY26JANFUT,2026-01-27
2025-10-30 11:45:00+05:30,26433.0,26433.0,26421.3,26421.3,195,71500,NIFTY26JANFUT,2026-01-27
2025-10-30 11:50:00+05:30,26421.3,26438.0,26405.6,26405.6,650,71435,NIFTY26JANFUT,2026-01-27
2025-10-30 11:55:00+05:30,26405.6,26409.9,26403.0,26407.6,975,72280,NIFTY26JANFUT,2026-01-27
2025-10-30 12:00:00+05:30,26407.6,26413.6,26401.0,26410.7,650,72670,NIFTY26JANFUT,2026-01-27
2025-10-30 12:05:00+05:30,26410.7,26410.7,26408.8,26408.8,390,73255,NIFTY26JANFUT,2026-01-27
2025-10-30 12:10:00+05:30,26408.8,26408.8,26404.4,26404.6,130,73255,NIFTY26JANFUT,2026-01-27
2025-10-30 12:15:00+05:30,26404.6,26410.8,26396.5,26396.5,1300,73450,NIFTY26JANFUT,2026-01-27
2025-10-30 12:20:00+05:30,26396.5,26411.9,26394.2,26409.9,325,73970,NIFTY26JANFUT,2026-01-27
2025-10-30 12:25:00+05:30,26409.9,26419.9,26409.9,26419.9,195,74230,NIFTY26JANFUT,2026-01-27
2025-10-30 12:30:00+05:30,26419.9,26419.9,26405.0,26405.0,130,74295,NIFTY26JANFUT,2026-01-27
2025-10-30 12:35:00+05:30,26405.0,26419.9,26400.0,26417.2,715,74490,NIFTY26JANFUT,2026-01-27
2025-10-30 12:40:00+05:30,26417.2,26417.2,26415.4,26415.4,65,74750,NIFTY26JANFUT,2026-01-27
2025-10-30 12:45:00+05:30,26415.4,26420.0,26415.4,26420.0,715,74880,NIFTY26JANFUT,2026-01-27
2025-10-30 12:50:00+05:30,26420.0,26421.5,26420.0,26421.5,130,75530,NIFTY26JANFUT,2026-01-27
2025-10-30 12:55:00+05:30,26421.5,26421.5,26400.0,26400.0,260,75660,NIFTY26JANFUT,2026-01-27
2025-10-30 13:00:00+05:30,26400.0,26403.8,26394.0,26403.8,520,75660,NIFTY26JANFUT,2026-01-27
2025-10-30 13:05:00+05:30,26403.8,26409.9,26400.8,26400.8,260,75335,NIFTY26JANFUT,2026-01-27
2025-10-30 13:10:00+05:30,26401.3,26410.0,26401.3,26410.0,195,75335,NIFTY26JANFUT,2026-01-27
2025-10-30 13:15:00+05:30,26410.0,26420.0,26410.0,26420.0,195,75335,NIFTY26JANFUT,2026-01-27
2025-10-30 13:20:00+05:30,26420.0,26420.0,26412.3,26412.3,455,75205,NIFTY26JANFUT,2026-01-27
2025-10-30 13:25:00+05:30,26412.3,26412.3,26390.1,26390.1,975,75530,NIFTY26JANFUT,2026-01-27
2025-10-30 13:30:00+05:30,26390.1,26391.0,26375.0,26375.0,4940,79495,NIFTY26JANFUT,2026-01-27
2025-10-30 13:35:00+05:30,26375.0,26381.0,26370.0,26381.0,650,79950,NIFTY26JANFUT,2026-01-27
2025-10-30 13:40:00+05:30,26381.0,26386.5,26381.0,26386.5,130,80015,NIFTY26JANFUT,2026-01-27
2025-10-30 13:45:00+05:30,26386.5,26386.5,26372.1,26372.1,780,80275,NIFTY26JANFUT,2026-01-27
2025-10-30 13:50:00+05:30,26372.1,26384.6,26372.1,26384.6,195,80275,NIFTY26JANFUT,2026-01-27
2025-10-30 13:55:00+05:30,26384.6,26404.8,26377.5,26403.1,845,80600,NIFTY26JANFUT,2026-01-27
2025-10-30 14:00:00+05:30,26403.1,26403.1,26385.0,26393.1,845,81120,NIFTY26JANFUT,2026-01-27
2025-10-30 14:05:00+05:30,26393.1,26395.4,26386.1,26387.0,780,81250,NIFTY26JANFUT,2026-01-27
2025-10-30 14:10:00+05:30,26387.0,26390.6,26381.0,26385.0,650,81900,NIFTY26JANFUT,2026-01-27
2025-10-30 14:15:00+05:30,26385.0,26400.0,26385.0,26400.0,1040,82355,NIFTY26JANFUT,2026-01-27
2025-10-30 14:20:00+05:30,26400.0,26410.1,26400.0,26410.0,390,82745,NIFTY26JANFUT,2026-01-27
2025-10-30 14:25:00+05:30,26410.0,26410.0,26402.5,26410.0,780,82680,NIFTY26JANFUT,2026-01-27
2025-10-30 14:30:00+05:30,26410.0,26410.0,26385.1,26385.1,650,83135,NIFTY26JANFUT,2026-01-27
2025-10-30 14:35:00+05:30,26385.1,26400.0,26385.1,26395.0,130,83135,NIFTY26JANFUT,2026-01-27
2025-10-30 14:40:00+05:30,26395.0,26411.1,26395.0,26411.1,585,83330,NIFTY26JANFUT,2026-01-27
2025-10-30 14:45:00+05:30,26411.1,26412.3,26395.0,26395.0,585,83395,NIFTY26JANFUT,2026-01-27
2025-10-30 14:50:00+05:30,26395.0,26395.0,26380.0,26380.0,1170,83850,NIFTY26JANFUT,2026-01-27
2025-10-30 14:55:00+05:30,26380.0,26380.0,26367.5,26370.8,1560,85605,NIFTY26JANFUT,2026-01-27
2025-10-30 15:00:00+05:30,26370.8,26386.0,26370.8,26381.3,390,85605,NIFTY26JANFUT,2026-01-27
2025-10-30 15:05:00+05:30,26381.3,26381.3,26372.1,26380.0,260,85800,NIFTY26JANFUT,2026-01-27
2025-10-30 15:10:00+05:30,26380.0,26383.2,26374.1,26383.2,1170,86515,NIFTY26JANFUT,2026-01-27
2025-10-30 15:15:00+05:30,26383.2,26397.4,26380.1,26397.4,650,86710,NIFTY26JANFUT,2026-01-27
2025-10-30 15:20:00+05:30,26397.4,26398.9,26389.2,26397.9,390,86710,NIFTY26JANFUT,2026-01-27
2025-10-30 15:25:00+05:30,26397.9,26397.9,26381.6,26381.6,845,86970,NIFTY26JANFUT,2026-01-27
2025-10-31 09:15:00+05:30,26340.0,26351.8,26325.0,26351.0,3705,88075,NIFTY26JANFUT,2026-01-27
2025-10-31 09:20:00+05:30,26351.0,26380.0,26345.8,26380.0,2470,90090,NIFTY26JANFUT,2026-01-27
2025-10-31 09:25:00+05:30,26380.0,26420.0,26380.0,26419.0,910,89830,NIFTY26JANFUT,2026-01-27
2025-10-31 09:30:00+05:30,26419.0,26449.9,26414.0,26449.9,975,90025,NIFTY26JANFUT,2026-01-27
2025-10-31 09:35:00+05:30,26449.9,26450.0,26441.6,26450.0,3250,89310,NIFTY26JANFUT,2026-01-27
2025-10-31 09:40:00+05:30,26450.0,26450.9,26420.8,26420.8,2145,87360,NIFTY26JANFUT,2026-01-27
2025-10-31 09:45:00+05:30,26420.8,26438.9,26420.8,26426.5,650,87555,NIFTY26JANFUT,2026-01-27
2025-10-31 09:50:00+05:30,26426.5,26435.2,26422.0,26425.0,585,87685,NIFTY26JANFUT,2026-01-27
2025-10-31 09:55:00+05:30,26425.0,26435.0,26425.0,26431.2,195,87685,NIFTY26JANFUT,2026-01-27
2025-10-31 10:00:00+05:30,26431.2,26431.2,26401.0,26401.0,1105,87945,NIFTY26JANFUT,2026-01-27
2025-10-31 10:05:00+05:30,26401.0,26401.0,26376.0,26380.1,2210,88790,NIFTY26JANFUT,2026-01-27
2025-10-31 10:10:00+05:30,26380.1,26388.4,26372.0,26376.6,845,89960,NIFTY26JANFUT,2026-01-27
2025-10-31 10:15:00+05:30,26376.6,26385.0,26360.0,26362.0,1430,91065,NIFTY26JANFUT,2026-01-27
2025-10-31 10:20:00+05:30,26362.0,26362.0,26331.7,26340.7,1430,91585,NIFTY26JANFUT,2026-01-27
2025-10-31 10:25:00+05:30,26343.2,26344.0,26330.0,26344.0,845,92105,NIFTY26JANFUT,2026-01-27
2025-10-31 10:30:00+05:30,26344.0,26344.0,26305.0,26309.2,2405,93210,NIFTY26JANFUT,2026-01-27
2025-10-31 10:35:00+05:30,26309.2,26314.6,26290.0,26300.0,5200,93405,NIFTY26JANFUT,2026-01-27
2025-10-31 10:40:00+05:30,26300.0,26320.1,26294.9,26320.1,845,98020,NIFTY26JANFUT,2026-01-27
2025-10-31 10:45:00+05:30,26320.1,26324.4,26320.0,26320.0,260,97955,NIFTY26JANFUT,2026-01-27
2025-10-31 10:50:00+05:30,26320.0,26320.0,26307.0,26307.0,715,98280,NIFTY26JANFUT,2026-01-27
2025-10-31 10:55:00+05:30,26307.0,26307.0,26293.0,26293.0,845,99060,NIFTY26JANFUT,2026-01-27
2025-10-31 11:00:00+05:30,26293.0,26293.0,26260.0,26265.0,5785,100685,NIFTY26JANFUT,2026-01-27
2025-10-31 11:05:00+05:30,26265.0,26275.2,26261.5,26274.3,1170,102245,NIFTY26JANFUT,2026-01-27
2025-10-31 11:10:00+05:30,26274.3,26274.6,26251.0,26271.5,1495,102700,NIFTY26JANFUT,2026-01-27
2025-10-31 11:15:00+05:30,26271.5,26273.5,26260.0,26267.5,715,103155,NIFTY26JANFUT,2026-01-27
2025-10-31 11:20:00+05:30,26267.5,26290.4,26267.5,26288.3,715,103155,NIFTY26JANFUT,2026-01-27
2025-10-31 11:25:00+05:30,26288.3,26288.3,26269.9,26269.9,715,103090,NIFTY26JANFUT,2026-01-27
2025-10-31 11:30:00+05:30,26269.9,26289.1,26260.1,26289.1,520,103350,NIFTY26JANFUT,2026-01-27
2025-10-31 11:35:00+05:30,26289.1,26289.1,26285.0,26285.0,65,103350,NIFTY26JANFUT,2026-01-27
2025-10-31 11:40:00+05:30,26285.0,26299.0,26283.0,26283.0,910,103480,NIFTY26JANFUT,2026-01-27
2025-10-31 11:45:00+05:30,26283.0,26299.8,26283.0,26294.9,390,104000,NIFTY26JANFUT,2026-01-27
2025-10-31 11:50:00+05:30,26294.9,26307.0,26294.9,26307.0,390,104065,NIFTY26JANFUT,2026-01-27
2025-10-31 11:55:00+05:30,26307.0,26308.0,26301.4,26307.0,260,103805,NIFTY26JANFUT,2026-01-27
2025-10-31 12:00:00+05:30,26307.0,26320.0,26307.0,26320.0,390,103675,NIFTY26JANFUT,2026-01-27
2025-10-31 12:05:00+05:30,26320.0,26320.0,26312.0,26312.0,325,103545,NIFTY26JANFUT,2026-01-27
2025-10-31 12:10:00+05:30,26312.0,26320.0,26285.8,26285.8,1495,103805,NIFTY26JANFUT,2026-01-27
2025-10-31 12:15:00+05:30,26285.8,26299.9,26285.8,26295.9,520,104325,NIFTY26JANFUT,2026-01-27
2025-10-31 12:20:00+05:30,26295.9,26295.9,26270.6,26279.9,1235,104390,NIFTY26JANFUT,2026-01-27
2025-10-31 12:25:00+05:30,26279.9,26279.9,26267.7,26275.0,910,104715,NIFTY26JANFUT,2026-01-27
2025-10-31 12:30:00+05:30,26275.0,26285.0,26273.7,26273.7,585,105105,NIFTY26JANFUT,2026-01-27
2025-10-31 12:35:00+05:30,26273.7,26280.0,26270.0,26280.0,260,105235,NIFTY26JANFUT,2026-01-27
2025-10-31 12:40:00+05:30,26280.0,26285.0,26280.0,26285.0,260,105430,NIFTY26JANFUT,2026-01-27
2025-10-31 12:45:00+05:30,26285.0,26293.1,26274.3,26274.3,585,105625,NIFTY26JANFUT,2026-01-27
2025-10-31 12:50:00+05:30,26274.3,26287.1,26274.3,26280.0,260,105820,NIFTY26JANFUT,2026-01-27
2025-10-31 12:55:00+05:30,26280.0,26290.0,26280.0,26290.0,130,105885,NIFTY26JANFUT,2026-01-27
2025-10-31 13:00:00+05:30,26290.0,26294.6,26290.0,26294.6,65,105885,NIFTY26JANFUT,2026-01-27
2025-10-31 13:05:00+05:30,26294.6,26299.3,26294.6,26299.0,195,105885,NIFTY26JANFUT,2026-01-27
2025-10-31 13:10:00+05:30,26299.0,26299.0,26285.0,26285.0,650,106145,NIFTY26JANFUT,2026-01-27
2025-10-31 13:15:00+05:30,26285.0,26298.9,26285.0,26298.9,260,106210,NIFTY26JANFUT,2026-01-27
2025-10-31 13:20:00+05:30,26298.9,26298.9,26289.5,26289.5,65,106210,NIFTY26JANFUT,2026-01-27
2025-10-31 13:25:00+05:30,26289.5,26289.5,26265.1,26272.8,845,106860,NIFTY26JANFUT,2026-01-27
2025-10-31 13:30:00+05:30,26272.8,26272.8,26265.0,26272.0,910,107120,NIFTY26JANFUT,2026-01-27
2025-10-31 13:35:00+05:30,26272.0,26272.0,26255.0,26255.0,715,107250,NIFTY26JANFUT,2026-01-27
2025-10-31 13:40:00+05:30,26255.0,26260.0,26251.0,26255.0,1690,107965,NIFTY26JANFUT,2026-01-27
2025-10-31 13:45:00+05:30,26255.0,26260.0,26250.0,26250.0,3835,111150,NIFTY26JANFUT,2026-01-27
2025-10-31 13:50:00+05:30,26250.0,26259.0,26250.0,26259.0,1235,112385,NIFTY26JANFUT,2026-01-27
2025-10-31 13:55:00+05:30,26259.0,26265.8,26251.0,26265.8,845,112710,NIFTY26JANFUT,2026-01-27
2025-10-31 14:00:00+05:30,26265.8,26280.0,26265.0,26280.0,455,112580,NIFTY26JANFUT,2026-01-27
2025-10-31 14:05:00+05:30,26280.0,26280.0,26257.0,26267.9,520,112580,NIFTY26JANFUT,2026-01-27
2025-10-31 14:10:00+05:30,26267.9,26270.0,26267.9,26270.0,390,112710,NIFTY26JANFUT,2026-01-27
2025-10-31 14:15:00+05:30,26270.0,26270.0,26250.0,26250.2,910,112775,NIFTY26JANFUT,2026-01-27
2025-10-31 14:20:00+05:30,26250.2,26262.1,26250.2,26261.9,650,113945,NIFTY26JANFUT,2026-01-27
2025-10-31 14:25:00+05:30,26261.9,26272.9,26256.1,26272.9,455,114270,NIFTY26JANFUT,2026-01-27
2025-10-31 14:30:00+05:30,26272.9,26275.0,26270.0,26275.0,520,114530,NIFTY26JANFUT,2026-01-27
2025-10-31 14:35:00+05:30,26275.0,26275.0,26256.0,26260.0,260,114790,NIFTY26JANFUT,2026-01-27
2025-10-31 14:40:00+05:30,26260.0,26268.7,26260.0,26267.0,130,114790,NIFTY26JANFUT,2026-01-27
2025-10-31 14:45:00+05:30,26267.0,26267.0,26256.0,26260.0,325,114790,NIFTY26JANFUT,2026-01-27
2025-10-31 14:50:00+05:30,26260.0,26260.0,26255.1,26255.1,1040,115375,NIFTY26JANFUT,2026-01-27
2025-10-31 14:55:00+05:30,26255.1,26260.0,26255.1,26255.2,455,115765,NIFTY26JANFUT,2026-01-27
2025-10-31 15:00:00+05:30,26255.2,26257.4,26250.0,26257.4,2470,117065,NIFTY26JANFUT,2026-01-27
2025-10-31 15:05:00+05:30,26257.4,26260.0,26252.0,26259.2,1560,118235,NIFTY26JANFUT,2026-01-27
2025-10-31 15:10:00+05:30,26259.2,26260.0,26252.0,26252.0,1820,120380,NIFTY26JANFUT,2026-01-27
2025-10-31 15:15:00+05:30,26252.0,26269.0,26252.0,26263.0,1885,120575,NIFTY26JANFUT,2026-01-27
2025-10-31 15:20:00+05:30,26263.0,26270.0,26263.0,26266.0,2015,122330,NIFTY26JANFUT,2026-01-27
2025-10-31 15:25:00+05:30,26266.0,26269.0,26260.0,26267.8,2275,122655,NIFTY26JANFUT,2026-01-27
2025-11-03 09:15:00+05:30,26249.9,26249.9,26147.1,26189.9,4290,124410,NIFTY26JANFUT,2026-01-27
2025-11-03 09:20:00+05:30,26189.9,26200.2,26170.0,26170.0,3770,123500,NIFTY26JANFUT,2026-01-27
