timestamp,trade_pnl_clean,equity_clean
2025-10-30 13:20:00+05:30,0.0,1.0
2025-10-30 13:25:00+05:30,0.0,1.0
2025-10-30 13:30:00+05:30,0.0,1.0
2025-10-30 13:35:00+05:30,0.0,1.0
2025-10-30 13:40:00+05:30,0.0,1.0
2025-10-30 13:50:00+05:30,0.0,1.0
2025-10-30 13:55:00+05:30,0.0,1.0
2025-10-30 14:00:00+05:30,0.0,1.0
2025-10-30 14:05:00+05:30,0.0,1.0
2025-10-30 14:10:00+05:30,0.0,1.0
2025-10-30 14:15:00+05:30,0.0,1.0
2025-10-30 14:20:00+05:30,0.0,1.0
2025-10-30 14:25:00+05:30,0.0,1.0
2025-10-30 14:30:00+05:30,0.0,1.0
2025-10-30 14:35:00+05:30,0.0,1.0
2025-10-30 14:40:00+05:30,0.0,1.0
2025-10-30 14:45:00+05:30,0.0,1.0
2025-10-30 14:50:00+05:30,0.0,1.0
2025-10-30 14:55:00+05:30,0.0,1.0
2025-10-30 15:00:00+05:30,0.0,1.0
2025-10-30 15:05:00+05:30,0.0,1.0
2025-10-30 15:10:00+05:30,0.0,1.0
2025-10-30 15:15:00+05:30,0.0,1.0
2025-10-30 15:20:00+05:30,0.0,1.0
2025-10-30 15:25:00+05:30,0.0,1.0
2025-10-31 09:20:00+05:30,0.0,1.0
2025-10-31 09:25:00+05:30,0.0,1.0
2025-10-31 09:30:00+05:30,0.0,1.0
2025-10-31 09:35:00+05:30,0.0,1.0
2025-10-31 09:40:00+05:30,0.0,1.0
2025-10-31 09:45:00+05:30,0.0,1.0
2025-10-31 09:50:00+05:30,0.0,1.0
2025-10-31 09:55:00+05:30,0.0,1.0
2025-10-31 10:00:00+05:30,0.0,1.0
2025-10-31 10:05:00+05:30,0.0,1.0
2025-10-31 10:10:00+05:30,0.0,1.0
2025-10-31 10:15:00+05:30,0.0,1.0
2025-10-31 10:20:00+05:30,0.0,1.0
2025-10-31 10:25:00+05:30,0.0,1.0
2025-10-31 10:30:00+05:30,0.0,1.0
2025-10-31 10:35:00+05:30,0.0,1.0
2025-10-31 10:40:00+05:30,0.0,1.0
2025-10-31 10:45:00+05:30,0.0,1.0
2025-10-31 10:50:00+05:30,0.0,1.0
2025-10-31 10:55:00+05:30,0.0,1.0
2025-10-31 11:00:00+05:30,0.0,1.0
2025-10-31 11:05:00+05:30,0.0,1.0
2025-10-31 11:10:00+05:30,0.0,1.0
2025-10-31 11:15:00+05:30,0.0,1.0
2025-10-31 11:20:00+05:30,0.0,1.0
2025-10-31 11:25:00+05:30,0.0,1.0
2025-10-31 11:30:00+05:30,0.0,1.0
2025-10-31 11:35:00+05:30,0.0,1.0
2025-10-31 11:40:00+05:30,0.0,1.0
2025-10-31 11:45:00+05:30,0.0,1.0
2025-10-31 11:50:00+05:30,0.0,1.0
2025-10-31 11:55:00+05:30,0.0,1.0
2025-10-31 12:00:00+05:30,0.0,1.0
2025-10-31 12:05:00+05:30,0.0,1.0
2025-10-31 12:10:00+05:30,0.0,1.0
2025-10-31 12:15:00+05:30,0.0,1.0
2025-10-31 12:20:00+05:30,0.0,1.0
2025-10-31 12:25:00+05:30,0.0,1.0
2025-10-31 12:30:00+05:30,0.0,1.0
2025-10-31 12:35:00+05:30,0.0,1.0
2025-10-31 12:40:00+05:30,0.0,1.0
2025-10-31 12:45:00+05:30,0.0,1.0
2025-10-31 12:50:00+05:30,0.0,1.0
2025-10-31 12:55:00+05:30,0.0,1.0
2025-10-31 13:00:00+05:30,0.0,1.0
2025-10-31 13:05:00+05:30,0.0,1.0
2025-10-31 13:10:00+05:30,0.0,1.0
2025-10-31 13:15:00+05:30,0.0,1.0
2025-10-31 13:20:00+05:30,0.0,1.0
2025-10-31 13:25:00+05:30,0.0,1.0
2025-10-31 13:30:00+05:30,0.0,1.0
2025-10-31 13:35:00+05:30,0.0,1.0
2025-10-31 13:40:00+05:30,0.0,1.0
2025-10-31 13:45:00+05:30,0.0,1.0
2025-10-31 13:50:00+05:30,0.0,1.0
2025-10-31 13:55:00+05:30,0.0,1.0
2025-10-31 14:00:00+05:30,0.0,1.0
2025-10-31 14:05:00+05:30,0.0,1.0
2025-10-31 14:10:00+05:30,0.0,1.0
2025-10-31 14:15:00+05:30,0.0,1.0
2025-10-31 14:20:00+05:30,0.0,1.0
2025-10-31 14:25:00+05:30,0.0,1.0
2025-10-31 14:30:00+05:30,0.0,1.0
2025-10-31 14:35:00+05:30,0.0,1.0
2025-10-31 14:40:00+05:30,0.0,1.0
2025-10-31 14:45:00+05:30,0.0,1.0
2025-10-31 14:50:00+05:30,0.0,1.0
2025-10-31 14:55:00+05:30,0.0,1.0
2025-10-31 15:00:00+05:30,0.0,1.0
2025-10-31 15:05:00+05:30,0.0,1.0
2025-10-31 15:10:00+05:30,0.0,1.0
2025-10-31 15:15:00+05:30,0.0,1.0
2025-10-31 15:20:00+05:30,0.0,1.0
2025-10-31 15:25:00+05:30,0.0,1.0
2025-11-03 09:25:00+05:30,0.0,1.0
2025-11-03 09:30:00+05:30,0.0,1.0
2025-11-03 09:35:00+05:30,0.0,1.0
2025-11-03 09:40:00+05:30,0.0,1.0
2025-11-03 09:45:00+05:30,0.0,1.0
2025-11-03 09:50:00+05:30,0.0,1.0
2025-11-03 09:55:00+05:30,0.0,1.0
2025-11-03 10:00:00+05:30,0.0,1.0
2025-11-03 10:05:00+05:30,0.0,1.0
2025-11-03 10:10:00+05:30,0.0,1.0
2025-11-03 10:15:00+05:30,0.0,1.0
2025-11-03 10:20:00+05:30,0.0,1.0
2025-11-03 10:25:00+05:30,0.0,1.0
2025-11-03 10:30:00+05:30,0.0,1.0
2025-11-03 10:35:00+05:30,0.0,1.0
2025-11-03 10:40:00+05:30,0.0,1.0
2025-11-03 10:45:00+05:30,0.0,1.0
2025-11-03 10:50:00+05:30,0.0,1.0
2025-11-03 10:55:00+05:30,0.0,1.0
2025-11-03 11:00:00+05:30,0.0,1.0
2025-11-03 11:05:00+05:30,0.0,1.0
2025-11-03 11:10:00+05:30,0.0,1.0
2025-11-03 11:15:00+05:30,0.0,1.0
2025-11-03 11:20:00+05:30,0.0,1.0
2025-11-03 11:25:00+05:30,0.0,1.0
2025-11-03 11:30:00+05:30,0.0,1.0
2025-11-03 11:35:00+05:30,0.0,1.0
2025-11-03 11:40:00+05:30,-10.100000000002183,0.999899
2025-11-03 11:45:00+05:30,0.0,0.999899
2025-11-03 11:50:00+05:30,0.0,0.999899
2025-11-03 11:55:00+05:30,0.0,0.999899
2025-11-03 12:00:00+05:30,0.0,0.999899
2025-11-03 12:05:00+05:30,0.0,0.999899
2025-11-03 12:10:00+05:30,0.0,0.999899
2025-11-03 12:15:00+05:30,0.0,0.999899
2025-11-03 12:20:00+05:30,0.0,0.999899
2025-11-03 12:25:00+05:30,0.0,0.999899
2025-11-03 12:30:00+05:30,0.0,0.999899
2025-11-03 12:35:00+05:30,0.0,0.999899
2025-11-03 12:40:00+05:30,0.0,0.999899
2025-11-03 12:45:00+05:30,0.0,0.999899
2025-11-03 12:50:00+05:30,0.0,0.999899
2025-11-03 12:55:00+05:30,0.0,0.999899
2025-11-03 13:00:00+05:30,0.0,0.999899
2025-11-03 13:05:00+05:30,0.0,0.999899
2025-11-03 13:10:00+05:30,0.0,0.999899
2025-11-03 13:15:00+05:30,0.0,0.999899
2025-11-03 13:20:00+05:30,0.0,0.999899
2025-11-03 13:25:00+05:30,0.0,0.999899
2025-11-03 13:30:00+05:30,0.0,0.999899
2025-11-03 13:35:00+05:30,0.0,0.999899
2025-11-03 13:40:00+05:30,2.4500000000007276,0.9999234975255
2025-11-03 13:45:00+05:30,0.0,0.9999234975255
2025-11-03 13:50:00+05:30,5.299999999999272,0.9999764934708689
2025-11-03 13:55:00+05:30,0.0,0.9999764934708689
2025-11-03 14:00:00+05:30,0.0,0.9999764934708689
2025-11-03 14:05:00+05:30,-9.099999999998545,0.9998854956099631
2025-11-03 14:10:00+05:30,0.0,0.9998854956099631
2025-11-03 14:15:00+05:30,0.0,0.9998854956099631
2025-11-03 14:20:00+05:30,10.25,0.999987983873263
2025-11-03 14:25:00+05:30,0.0,0.999987983873263
2025-11-03 14:30:00+05:30,0.0,0.999987983873263
2025-11-03 14:35:00+05:30,0.0,0.999987983873263
2025-11-03 14:40:00+05:30,0.0,0.999987983873263
2025-11-03 14:45:00+05:30,0.0,0.999987983873263
2025-11-03 14:50:00+05:30,-19.80000000000291,0.9997899862524561
2025-11-03 14:55:00+05:30,0.0,0.9997899862524561
2025-11-03 15:00:00+05:30,0.0,0.9997899862524561
2025-11-03 15:05:00+05:30,0.0,0.9997899862524561
2025-11-03 15:10:00+05:30,0.0,0.9997899862524561
2025-11-03 15:15:00+05:30,0.0,0.9997899862524561
2025-11-03 15:20:00+05:30,0.0,0.9997899862524561
2025-11-03 15:25:00+05:30,0.0,0.9997899862524561
2025-11-04 09:20:00+05:30,0.0,0.9997899862524561
2025-11-04 09:25:00+05:30,0.0,0.9997899862524561
2025-11-04 09:30:00+05:30,0.0,0.9997899862524561
2025-11-04 09:35:00+05:30,0.0,0.9997899862524561
2025-11-04 09:40:00+05:30,0.0,0.9997899862524561
2025-11-04 09:45:00+05:30,0.0,0.9997899862524561
2025-11-04 09:50:00+05:30,0.0,0.9997899862524561
2025-11-04 09:55:00+05:30,0.0,0.9997899862524561
2025-11-04 10:00:00+05:30,0.0,0.9997899862524561
2025-11-04 10:05:00+05:30,0.0,0.9997899862524561
2025-11-04 10:10:00+05:30,0.0,0.9997899862524561
2025-11-04 10:15:00+05:30,0.0,0.9997899862524561
2025-11-04 10:20:00+05:30,0.0,0.9997899862524561
2025-11-04 10:25:00+05:30,0.0,0.9997899862524561
2025-11-04 10:30:00+05:30,0.0,0.9997899862524561
2025-11-04 10:35:00+05:30,0.0,0.9997899862524561
2025-11-04 10:40:00+05:30,0.0,0.9997899862524561
2025-11-04 10:45:00+05:30,0.0,0.9997899862524561
2025-11-04 10:50:00+05:30,0.0,0.9997899862524561
2025-11-04 10:55:00+05:30,0.0,0.9997899862524561
2025-11-04 11:00:00+05:30,0.0,0.9997899862524561
2025-11-04 11:05:00+05:30,0.0,0.9997899862524561
2025-11-04 11:10:00+05:30,0.0,0.9997899862524561
2025-11-04 11:15:00+05:30,0.0,0.9997899862524561
2025-11-04 11:20:00+05:30,0.0,0.9997899862524561
2025-11-04 11:25:00+05:30,0.0,0.9997899862524561
2025-11-04 11:30:00+05:30,0.0,0.9997899862524561
2025-11-04 11:35:00+05:30,0.0,0.9997899862524561
2025-11-04 11:40:00+05:30,0.0,0.9997899862524561
2025-11-04 11:45:00+05:30,0.0,0.9997899862524561
2025-11-04 11:50:00+05:30,0.0,0.9997899862524561
2025-11-04 11:55:00+05:30,0.0,0.9997899862524561
2025-11-04 12:00:00+05:30,0.0,0.9997899862524561
2025-11-04 12:05:00+05:30,0.0,0.9997899862524561
2025-11-04 12:10:00+05:30,0.0,0.9997899862524561
2025-11-04 12:15:00+05:30,0.0,0.9997899862524561
2025-11-04 12:20:00+05:30,0.0,0.9997899862524561
2025-11-04 12:25:00+05:30,0.0,0.9997899862524561
2025-11-04 12:30:00+05:30,0.0,0.9997899862524561
2025-11-04 12:35:00+05:30,0.0,0.9997899862524561
2025-11-04 12:40:00+05:30,0.0,0.9997899862524561
2025-11-04 12:45:00+05:30,0.0,0.9997899862524561
2025-11-04 12:50:00+05:30,0.0,0.9997899862524561
2025-11-04 12:55:00+05:30,0.0,0.9997899862524561
2025-11-04 13:00:00+05:30,0.0,0.9997899862524561
2025-11-04 13:05:00+05:30,0.0,0.9997899862524561
2025-11-04 13:10:00+05:30,0.0,0.9997899862524561
2025-11-04 13:15:00+05:30,0.0,0.9997899862524561
2025-11-04 13:20:00+05:30,0.0,0.9997899862524561
2025-11-04 13:25:00+05:30,0.0,0.9997899862524561
2025-11-04 13:30:00+05:30,0.0,0.9997899862524561
2025-11-04 13:35:00+05:30,0.0,0.9997899862524561
2025-11-04 13:40:00+05:30,0.0,0.9997899862524561
2025-11-04 13:45:00+05:30,0.0,0.9997899862524561
2025-11-04 13:50:00+05:30,0.0,0.9997899862524561
2025-11-04 13:55:00+05:30,0.0,0.9997899862524561
2025-11-04 14:00:00+05:30,0.0,0.9997899862524561
2025-11-04 14:05:00+05:30,0.0,0.9997899862524561
2025-11-04 14:10:00+05:30,0.0,0.9997899862524561
2025-11-04 14:15:00+05:30,0.0,0.9997899862524561
2025-11-04 14:20:00+05:30,0.0,0.9997899862524561
2025-11-04 14:25:00+05:30,0.0,0.9997899862524561
2025-11-04 14:30:00+05:30,0.0,0.9997899862524561
2025-11-04 14:35:00+05:30,0.0,0.9997899862524561
2025-11-04 14:40:00+05:30,0.0,0.9997899862524561
2025-11-04 14:45:00+05:30,0.0,0.9997899862524561
2025-11-04 14:50:00+05:30,0.0,0.9997899862524561
2025-11-04 14:55:00+05:30,0.0,0.9997899862524561
2025-11-04 15:00:00+05:30,0.0,0.9997899862524561
2025-11-04 15:05:00+05:30,0.0,0.9997899862524561
2025-11-04 15:10:00+05:30,0.0,0.9997899862524561
2025-11-04 15:15:00+05:30,0.0,0.9997899862524561
2025-11-04 15:20:00+05:30,0.0,0.9997899862524561
2025-11-04 15:25:00+05:30,0.0,0.9997899862524561
2025-11-06 09:30:00+05:30,0.0,0.9997899862524561
2025-11-06 09:35:00+05:30,0.0,0.9997899862524561
2025-11-06 09:40:00+05:30,0.0,0.9997899862524561
2025-11-06 09:45:00+05:30,0.0,0.9997899862524561
2025-11-06 09:50:00+05:30,0.0,0.9997899862524561
2025-11-06 09:55:00+05:30,0.0,0.9997899862524561
2025-11-06 10:00:00+05:30,0.0,0.9997899862524561
2025-11-06 10:05:00+05:30,0.0,0.9997899862524561
2025-11-06 10:10:00+05:30,0.0,0.9997899862524561
2025-11-06 10:15:00+05:30,0.0,0.9997899862524561
2025-11-06 10:20:00+05:30,0.0,0.9997899862524561
2025-11-06 10:25:00+05:30,0.0,0.9997899862524561
2025-11-06 10:30:00+05:30,0.0,0.9997899862524561
2025-11-06 10:35:00+05:30,0.0,0.9997899862524561
2025-11-06 10:40:00+05:30,0.0,0.9997899862524561
2025-11-06 10:45:00+05:30,0.0,0.9997899862524561
2025-11-06 10:50:00+05:30,0.0,0.9997899862524561
2025-11-06 10:55:00+05:30,0.0,0.9997899862524561
2025-11-06 11:00:00+05:30,0.0,0.9997899862524561
2025-11-06 11:05:00+05:30,0.0,0.9997899862524561
2025-11-06 11:10:00+05:30,0.0,0.9997899862524561
2025-11-06 11:15:00+05:30,0.0,0.9997899862524561
2025-11-06 11:20:00+05:30,0.0,0.9997899862524561
2025-11-06 11:25:00+05:30,0.0,0.9997899862524561
2025-11-06 11:30:00+05:30,0.0,0.9997899862524561
2025-11-06 11:35:00+05:30,0.0,0.9997899862524561
2025-11-06 11:40:00+05:30,0.0,0.9997899862524561
2025-11-06 11:45:00+05:30,0.0,0.9997899862524561
2025-11-06 11:50:00+05:30,0.0,0.9997899862524561
2025-11-06 11:55:00+05:30,0.0,0.9997899862524561
2025-11-06 12:00:00+05:30,0.0,0.9997899862524561
2025-11-06 12:05:00+05:30,0.0,0.9997899862524561
2025-11-06 12:10:00+05:30,0.0,0.9997899862524561
2025-11-06 12:15:00+05:30,0.0,0.9997899862524561
2025-11-06 12:20:00+05:30,0.0,0.9997899862524561
2025-11-06 12:25:00+05:30,0.0,0.9997899862524561
2025-11-06 12:30:00+05:30,0.0,0.9997899862524561
2025-11-06 12:35:00+05:30,0.0,0.9997899862524561
2025-11-06 12:40:00+05:30,0.0,0.9997899862524561
2025-11-06 12:45:00+05:30,0.0,0.9997899862524561
2025-11-06 12:50:00+05:30,0.0,0.9997899862524561
2025-11-06 12:55:00+05:30,0.0,0.9997899862524561
2025-11-06 13:00:00+05:30,0.0,0.9997899862524561
2025-11-06 13:05:00+05:30,0.0,0.9997899862524561
2025-11-06 13:10:00+05:30,0.0,0.9997899862524561
2025-11-06 13:15:00+05:30,0.0,0.9997899862524561
2025-11-06 13:20:00+05:30,0.0,0.9997899862524561
2025-11-06 13:25:00+05:30,0.0,0.9997899862524561
2025-11-06 13:30:00+05:30,0.0,0.9997899862524561
2025-11-06 13:35:00+05:30,0.0,0.9997899862524561
2025-11-06 13:40:00+05:30,0.0,0.9997899862524561
2025-11-06 13:45:00+05:30,0.0,0.9997899862524561
2025-11-06 13:50:00+05:30,0.0,0.9997899862524561
2025-11-06 13:55:00+05:30,0.0,0.9997899862524561
2025-11-06 14:00:00+05:30,0.0,0.9997899862524561
2025-11-06 14:05:00+05:30,0.0,0.9997899862524561
2025-11-06 14:10:00+05:30,0.0,0.9997899862524561
2025-11-06 14:15:00+05:30,0.0,0.9997899862524561
2025-11-06 14:20:00+05:30,0.0,0.9997899862524561
2025-11-06 14:25:00+05:30,0.0,0.9997899862524561
2025-11-06 14:30:00+05:30,0.0,0.9997899862524561
2025-11-06 14:35:00+05:30,0.0,0.9997899862524561
2025-11-06 14:40:00+05:30,0.0,0.9997899862524561
2025-11-06 14:45:00+05:30,0.0,0.9997899862524561
2025-11-06 14:50:00+05:30,0.0,0.9997899862524561
2025-11-06 14:55:00+05:30,0.0,0.9997899862524561
2025-11-06 15:00:00+05:30,0.0,0.9997899862524561
2025-11-06 15:05:00+05:30,0.0,0.9997899862524561
2025-11-06 15:10:00+05:30,0.0,0.9997899862524561
2025-11-06 15:15:00+05:30,0.0,0.9997899862524561
2025-11-06 15:20:00+05:30,0.0,0.9997899862524561
2025-11-06 15:25:00+05:30,0.0,0.9997899862524561
2025-11-07 09:15:00+05:30,0.0,0.9997899862524561
2025-11-07 09:25:00+05:30,0.0,0.9997899862524561
2025-11-07 09:30:00+05:30,0.0,0.9997899862524561
2025-11-07 09:35:00+05:30,0.0,0.9997899862524561
2025-11-07 09:40:00+05:30,0.0,0.9997899862524561
2025-11-07 09:45:00+05:30,0.0,0.9997899862524561
2025-11-07 09:50:00+05:30,0.0,0.9997899862524561
2025-11-07 09:55:00+05:30,0.0,0.9997899862524561
2025-11-07 10:00:00+05:30,0.0,0.9997899862524561
2025-11-07 10:05:00+05:30,0.0,0.9997899862524561
2025-11-07 10:10:00+05:30,0.0,0.9997899862524561
2025-11-07 10:15:00+05:30,0.0,0.9997899862524561
2025-11-07 10:20:00+05:30,0.0,0.9997899862524561
2025-11-07 10:25:00+05:30,0.0,0.9997899862524561
2025-11-07 10:30:00+05:30,0.0,0.9997899862524561
2025-11-07 10:35:00+05:30,0.0,0.9997899862524561
2025-11-07 10:40:00+05:30,0.0,0.9997899862524561
2025-11-07 10:45:00+05:30,0.0,0.9997899862524561
2025-11-07 10:50:00+05:30,0.0,0.9997899862524561
2025-11-07 10:55:00+05:30,0.0,0.9997899862524561
2025-11-07 11:00:00+05:30,0.0,0.9997899862524561
2025-11-07 11:05:00+05:30,0.0,0.9997899862524561
2025-11-07 11:10:00+05:30,0.0,0.9997899862524561
2025-11-07 11:15:00+05:30,0.0,0.9997899862524561
2025-11-07 11:20:00+05:30,0.0,0.9997899862524561
2025-11-07 11:25:00+05:30,0.0,0.9997899862524561
2025-11-07 11:30:00+05:30,0.0,0.9997899862524561
2025-11-07 11:35:00+05:30,0.0,0.9997899862524561
2025-11-07 11:40:00+05:30,0.0,0.9997899862524561
2025-11-07 11:45:00+05:30,0.0,0.9997899862524561
2025-11-07 11:50:00+05:30,0.0,0.9997899862524561
2025-11-07 11:55:00+05:30,0.0,0.9997899862524561
2025-11-07 12:00:00+05:30,0.0,0.9997899862524561
2025-11-07 12:05:00+05:30,0.0,0.9997899862524561
2025-11-07 12:10:00+05:30,0.0,0.9997899862524561
2025-11-07 12:15:00+05:30,0.0,0.9997899862524561
2025-11-07 12:20:00+05:30,0.0,0.9997899862524561
2025-11-07 12:25:00+05:30,0.0,0.9997899862524561
2025-11-07 12:30:00+05:30,0.0,0.9997899862524561
2025-11-07 12:35:00+05:30,0.0,0.9997899862524561
2025-11-07 12:40:00+05:30,0.0,0.9997899862524561
2025-11-07 12:45:00+05:30,0.0,0.9997899862524561
2025-11-07 12:50:00+05:30,0.0,0.9997899862524561
2025-11-07 12:55:00+05:30,0.0,0.9997899862524561
2025-11-07 13:00:00+05:30,0.0,0.9997899862524561
2025-11-07 13:05:00+05:30,39.0,1.0001799043470945
2025-11-07 13:10:00+05:30,0.0,1.0001799043470945
2025-11-07 13:15:00+05:30,0.0,1.0001799043470945
2025-11-07 13:20:00+05:30,-1.0499999999992724,1.0001694024580987
2025-11-07 13:25:00+05:30,0.0,1.0001694024580987
2025-11-07 13:30:00+05:30,0.0,1.0001694024580987
2025-11-07 13:35:00+05:30,2.0,1.0001894058461478
2025-11-07 13:40:00+05:30,0.0,1.0001894058461478
2025-11-07 13:45:00+05:30,0.0,1.0001894058461478
2025-11-07 13:50:00+05:30,0.0,1.0001894058461478
2025-11-07 13:55:00+05:30,0.0,1.0001894058461478
2025-11-07 14:00:00+05:30,-62.44999999999709,0.9995647875621969
2025-11-07 14:05:00+05:30,0.0,0.9995647875621969
2025-11-07 14:10:00+05:30,0.0,0.9995647875621969
2025-11-07 14:15:00+05:30,0.0,0.9995647875621969
2025-11-07 14:20:00+05:30,0.0,0.9995647875621969
2025-11-07 14:25:00+05:30,0.0,0.9995647875621969
2025-11-07 14:30:00+05:30,0.0,0.9995647875621969
2025-11-07 14:35:00+05:30,0.0,0.9995647875621969
2025-11-07 14:40:00+05:30,0.0,0.9995647875621969
2025-11-07 14:45:00+05:30,0.0,0.9995647875621969
2025-11-07 14:50:00+05:30,0.0,0.9995647875621969
2025-11-07 14:55:00+05:30,0.0,0.9995647875621969
2025-11-07 15:00:00+05:30,0.0,0.9995647875621969
2025-11-07 15:05:00+05:30,0.0,0.9995647875621969
2025-11-07 15:10:00+05:30,0.0,0.9995647875621969
2025-11-07 15:15:00+05:30,0.0,0.9995647875621969
2025-11-07 15:20:00+05:30,0.0,0.9995647875621969
2025-11-07 15:25:00+05:30,0.0,0.9995647875621969
2025-11-10 09:15:00+05:30,0.0,0.9995647875621969
2025-11-10 09:20:00+05:30,0.0,0.9995647875621969
2025-11-10 09:25:00+05:30,0.0,0.9995647875621969
2025-11-10 09:30:00+05:30,0.0,0.9995647875621969
2025-11-10 09:35:00+05:30,0.0,0.9995647875621969
2025-11-10 09:40:00+05:30,0.0,0.9995647875621969
2025-11-10 09:45:00+05:30,0.0,0.9995647875621969
