timestamp,equity_baseline,equity_xgb,equity_lstm
2025-10-29 10:25:00+05:30,1.0006355272182952,0.9999067551329445,1.0
2025-10-29 10:30:00+05:30,1.0013559617439876,1.000626664959526,1.0
2025-10-29 10:35:00+05:30,1.0006835561866747,0.9999547491213834,1.0
2025-10-29 10:40:00+05:30,1.0007757718059636,0.9999547491213834,1.0
2025-10-29 10:45:00+05:30,1.000397303535133,0.9995765913407192,1.0
2025-10-29 10:50:00+05:30,0.9999592793435121,0.9995765913407192,1.0
2025-10-29 10:55:00+05:30,1.0005932617261213,0.9995765913407192,1.0
2025-10-29 11:00:00+05:30,1.0002666647411407,0.9992503262003506,1.0
2025-10-29 11:05:00+05:30,1.00036656499537,0.9992503262003506,1.0
2025-10-29 11:10:00+05:30,0.9998651425654881,0.9987494632725438,1.0
2025-10-29 11:15:00+05:30,0.9995769687552112,0.9987494632725438,1.0
2025-10-29 11:20:00+05:30,1.0003684861541051,0.9987494632725438,1.0
2025-10-29 11:25:00+05:30,1.0005663655038286,0.9989470223690812,1.0
2025-10-29 11:30:00+05:30,1.000431884392366,0.998812758905415,1.0
2025-10-29 11:35:00+05:30,1.0005971040435915,0.998812758905415,1.0
2025-10-29 11:40:00+05:30,1.0009083317586904,0.9991234316142502,1.0
2025-10-29 11:45:00+05:30,1.0004952826306268,0.9987111190685738,1.0
2025-10-29 11:50:00+05:30,1.0003262206619312,0.9987111190685738,1.0
2025-10-29 11:55:00+05:30,1.0003166148682554,0.9987111190685738,1.0
2025-10-29 12:00:00+05:30,1.0007546390598763,0.9987111190685738,1.0
2025-10-29 12:05:00+05:30,1.0012176383150548,0.9991731728889803,1.0
2025-10-29 12:10:00+05:30,1.0011062111084144,0.9990619732143596,1.0
2025-10-29 12:15:00+05:30,1.001261824965964,0.9990619732143596,1.0
2025-10-29 12:20:00+05:30,1.0009140952348965,0.9987150074731287,1.0
2025-10-29 12:25:00+05:30,1.0015115756015374,0.9987150074731287,1.0
2025-10-29 12:30:00+05:30,1.0011907420927624,0.9983950698429308,1.0
2025-10-29 12:35:00+05:30,1.0014616254744229,0.9983950698429308,1.0
2025-10-29 12:40:00+05:30,1.001807434046755,0.998739819521744,1.0
2025-10-29 12:45:00+05:30,1.0020917655395616,0.9990232803687681,1.0
2025-10-29 12:50:00+05:30,1.0017574839196404,0.9986900223459153,1.0
2025-10-29 12:55:00+05:30,1.001840093745253,0.9986900223459153,1.0
2025-10-29 13:00:00+05:30,1.0012579826484935,0.9981097415727062,1.0
2025-10-29 13:05:00+05:30,1.0019688113805099,0.9981097415727062,1.0
2025-10-29 13:10:00+05:30,1.0020860020633557,0.9982264808971656,1.0
2025-10-29 13:15:00+05:30,1.0021782176826444,0.9983183413491993,1.0
2025-10-29 13:20:00+05:30,1.0020514212061225,0.9981920332276527,1.0
2025-10-29 13:25:00+05:30,1.0015826584747387,0.9981920332276527,1.0
2025-10-29 13:30:00+05:30,1.0024491010643046,0.9981920332276527,1.0
2025-10-29 13:35:00+05:30,1.0026392957790875,0.998381420248756,1.0
2025-10-29 13:40:00+05:30,1.0017690108720512,0.9975148311521926,1.0
